input time level
1000 0.84
2000 3.25
3000 7.27
4000 12.89
5000 20.28
6000 29.12
7000 39.99
8000 52.4
9000 67.96
10000 116.58
11000 135.48
12000 169.32
13000 238.76
14000 236.51
15000 320.69
16000 402.43
17000 461.2
18000 543.37
19000 774.74
20000 760.07
