input time level
1000 1.01
2000 1.43
3000 2.2
4000 3.45
5000 4.73
6000 6.18
7000 7.82
8000 9.78
9000 11.24
10000 13.86
11000 16.08
12000 18.56
13000 21.87
14000 25.56
15000 29.35
16000 33.82
17000 39.56
18000 43.54
19000 50.82
20000 59.66
