100000 59.44 59.45 59.44 59.45 59.44
130000 124.34 124.51 124.24 124.51 124.24
160000 233.66 233.77 233.63 233.77 233.63
190000 378.68 379.02 378.63 379.02 378.63
220000 600.41 600.51 600.15 600.51 600.15
250000 863.86 864.03 863.45 864.03 863.45
280000 1234.01 1234.35 1233.55 1234.35 1233.55
310000 1636.09 1636.1 1635.96 1636.1 1635.96
340000 2239.77 2240.06 2239.48 2240.06 2239.48
