input time level
1000 0.33
2000 1.38
3000 2.86
4000 5.05
5000 8.12
6000 11.48
7000 15.34
8000 19.82
9000 25.97
10000 33.96
11000 37.3
12000 44.35
13000 51.56
14000 59.68
15000 68.16
16000 78
17000 91.1
18000 100.81
19000 112.07
20000 123.22
