45 14.6 14.75 14.57 14.9 14.57
46 23.48 23.55 23.42 23.56 22.95
47 37.89 38.29 37.85 40.24 37.14
48 55.35 59.21 54.21 59.69 44.2
49 82.01 84.86 80.98 86.63 66.66
50 107.46 109.12 107.32 110.89 107.14
51 173.59 174.01 173.48 177.76 173.27
52 270.8 283.21 264.05 287.44 263.94
53 427.45 428.08 427.42 433.01 427.29
54 692.97 693.01 691.72 693.56 690.51
55 1117.12 1120.71 1116.94 1121.41 1115.98

